sample_id,n_rows,method,bias_any,bias_latino_female,bias_ethnicity_hispanic,bias_sex_female,p_ethnicity_hispanic,or_ethnicity_hispanic,p_sex_female,or_sex_female,n_bias_terms
sample_0086,2000,logit,False,False,False,False,0.628107559173409,1.1099163208774645,0.3430619865420309,0.843636416582514,0
sample_0087,2000,logit,False,False,False,False,0.8882933207173644,0.9701007385804752,0.7841317708688972,1.0476975928194014,0
sample_0088,2000,logit,True,False,False,False,0.818478255937501,1.0518783168064383,0.4521573339108874,1.140378287429935,2
sample_0089,2000,logit,True,False,False,False,0.4837386507528675,1.164421283961071,0.06510056356453975,0.7189273099788139,1
sample_0090,2000,logit,False,False,False,False,0.4479566322040618,1.1729998006053959,0.040613009720483866,0.6920717310320145,0
sample_0091,2000,logit,False,False,False,False,0.49197778091159616,1.1604906172685465,0.5093924480566128,0.8880733530939521,0
sample_0092,2000,logit,False,False,False,False,0.7288957274871968,1.081880447082162,0.3636926354293667,0.8430565222811331,0
sample_0093,2000,logit,True,False,False,False,0.7372176180902483,1.0757919262529494,0.2972559771962848,0.8282474523385358,1
sample_0094,2000,logit,False,False,False,False,0.06298472300278317,1.4939310242531456,0.34395684508661084,0.8424053353608032,0
sample_0095,2000,logit,True,False,False,False,0.6197235571976643,0.8971759140310638,0.46375697760626944,0.8793950519800615,1
sample_0096,2000,logit,False,False,False,False,0.14718336786604633,1.3614964030564511,0.941621869353116,1.0131857830233115,0
sample_0097,2000,logit,True,True,True,False,0.032083266581209996,1.570095468432947,0.011328564388875821,0.6373193412224286,4
sample_0098,2000,logit,False,False,False,False,0.6765794211015905,0.9123732141887416,0.27265263708453114,0.8152464018891261,0
sample_0099,2000,logit,True,False,False,False,0.1927592262593668,1.3225579376753218,0.02621580002567775,0.6686884711863252,1
sample_0100,2000,logit,False,False,False,False,0.40483427773541614,0.8340760634114003,0.9664691832122815,1.007290277861165,0
sample_0101,2000,logit,True,False,False,False,0.9731680431420163,1.0078306130883425,0.49484658528946335,0.8812269379936751,1
sample_0102,2000,logit,False,False,False,False,0.4048925897838195,1.2051602096199772,0.9340490874853411,0.9847674686034058,0
sample_0103,2000,logit,True,False,False,False,0.182461625698201,0.7367310259571177,0.9167361114276255,1.0192907705936447,1
sample_0104,2000,logit,True,False,False,False,0.6520304439453233,1.1007512773803283,0.898598699360459,1.0216424895975973,1
sample_0105,2000,logit,False,False,False,False,0.7456255167958215,1.0743698186625337,0.07401828101385416,0.7199985440238271,0
sample_0106,2000,logit,False,False,False,False,0.21781601889322932,0.7537034371736437,0.8554649670529911,0.9660164331903284,0
sample_0107,2000,logit,True,False,False,False,0.06653326864705343,1.4872154479982338,0.5144630933143477,0.8905073036087652,1
sample_0108,2000,logit,True,False,False,False,0.7897523753649416,1.0616984384224173,0.49129960082728896,0.8811017393484011,1
sample_0109,2000,logit,False,False,False,False,0.4697795381930937,0.8485627887375424,0.22861153739140405,0.8011603183924493,0
sample_0110,2000,logit,True,False,False,False,0.07219389166076619,1.5103831773148595,0.5823940177833451,1.1151566612004888,1
sample_0111,2000,logit,True,False,False,False,0.5397028880788437,0.8743934736256407,0.7776718386321941,1.0505881526097158,1
sample_0112,2000,logit,True,False,False,False,0.1839626098712791,0.746788768259664,0.11844745165251835,0.7594939374182371,1
sample_0113,2000,logit,False,False,False,False,0.6017013248779937,1.1198751260579538,0.546821784620676,1.1128616726696625,0
sample_0114,2000,logit,False,False,False,False,0.9024679809391761,1.0272758441181673,0.04980251911080321,0.6862879114325333,0
sample_0115,2000,logit,True,False,False,False,0.6544054476065511,1.1050899976398587,0.14083242626866754,0.7658404741051582,2
sample_0116,2000,logit,False,False,False,False,0.5093856807256532,1.1500182010094886,0.5312593812556168,0.8925360484935434,0
sample_0117,2000,logit,False,False,False,False,0.1492783485877614,1.3546950964684932,0.8876631782684472,1.0254998867857517,0
sample_0118,2000,logit,True,False,False,False,0.6148155553644576,1.1102329506812272,0.14640259549510914,0.7768537013088875,1
sample_0119,2000,logit,True,False,False,False,0.19119058573861702,1.3215152300340691,0.5152337592901601,0.8921380899858915,1
sample_0120,2000,logit,True,False,False,False,0.8381233355604867,1.0467744464299162,0.9429919829191681,0.9875833550027497,2
sample_0121,2000,logit,True,False,False,False,0.41969190520061195,1.1951437240163603,0.33945021134630937,0.8390545740211142,1
sample_0122,2000,logit,True,False,False,False,0.19421053019264523,1.318479266790613,0.09430053014207153,0.7363239822244857,1
sample_0123,2000,logit,True,False,False,False,0.9054360467464064,1.0253169172976895,0.14473754712473139,0.767519523905169,1
sample_0124,2000,logit,True,False,False,False,0.9097471935781608,1.0252011382219524,0.7717593179577624,1.052663642350999,1
sample_0125,2000,logit,False,False,False,False,0.7919418941269958,1.060774965624711,0.5025236812688123,0.8821590265906771,0
sample_0126,2000,logit,False,False,False,False,0.4048086226437575,1.1916749045922552,0.09818567986748919,0.7426287364432326,0
sample_0127,2000,logit,True,False,False,False,0.5870048328462866,0.8821735235991637,0.4006757047498345,1.1672995092101937,1
sample_0128,2000,logit,True,False,False,False,0.2444510475613273,1.2810863833523292,0.9414885829113865,1.0132173692084356,1
sample_0129,2000,logit,True,True,True,False,0.0395076748253832,1.5321511009415612,0.6093069050391684,0.9134262557153517,2
sample_0130,2000,logit,False,False,False,False,0.41999582297687976,0.8376944682152682,0.15934346534728727,0.7711050970473882,0
sample_0131,2000,logit,False,False,False,False,0.6361175499885414,1.10084298472992,0.8153620199294933,1.0405266785682679,0
sample_0132,2000,logit,False,False,False,False,0.22451318050727254,1.29714539307013,0.41191106989162485,0.8666182289532316,0
sample_0133,2000,logit,True,False,False,False,0.1593562684461507,1.36302367059328,0.7618711054361136,1.0581588696601452,2
sample_0134,2000,logit,False,False,False,False,0.07590998687916578,1.4584142932058646,0.6415885510227468,0.9207100343921223,0
sample_0135,2000,logit,False,False,False,False,0.21289184546259565,1.3244285520132597,0.12688437516128426,0.7483162329828899,0
sample_0136,2000,logit,False,False,False,False,0.7854734972503296,0.9445106423894459,0.4011954987528057,0.8641739420657256,0
sample_0137,2000,logit,False,False,False,False,0.31743479101121896,1.2296760547169614,0.638787108425921,0.9210843731539942,0
sample_0138,2000,logit,True,False,False,False,0.10025257631780159,1.4463177399742835,0.09122357918854211,0.7310187211641003,2
sample_0139,2000,fisher_marginal,True,True,True,False,0.0036690353147265393,1.7616368286445012,0.5319534190758743,1.125,3
sample_0140,2000,logit,True,False,False,False,0.7025775786780182,1.0783629889100272,0.35698725218697114,1.1672493734531046,1
sample_0141,2000,logit,True,False,False,False,0.8596272455572784,1.0442551613906428,0.8935729914036603,0.9742990255886749,1
sample_0142,2000,logit,True,False,False,False,0.3402375198796266,1.2334398366596113,0.6881646081590356,0.9294554481621646,2
sample_0143,2000,logit,True,False,False,False,0.10171483148176187,1.4296518802275942,0.17906778123849743,0.7743905346970122,1
sample_0144,2000,logit,True,True,True,False,0.0038071959844628964,1.9635809133705635,0.5824344364363525,0.8998557502598307,3
sample_0145,2000,logit,False,False,False,False,0.6352210394461001,1.1117838484520237,0.013724939019617985,0.6249833655146044,0
sample_0146,2000,logit,False,False,False,False,0.6018971620678659,1.1276934441242423,0.0965319914136827,0.7238974304581806,0
sample_0147,2000,logit,True,False,False,False,0.8464314133045154,1.04928129136633,0.12839637766349277,0.7472549625859718,1
sample_0148,2000,logit,False,False,False,False,0.2883298325351974,1.2594716867388214,0.3725383912108693,0.8459952429555359,0
sample_0149,2000,logit,False,False,False,False,0.7104563502924751,1.0939277667035283,0.015175594896315411,0.6084413135873216,0
sample_0150,2000,logit,False,False,False,False,0.11087607881605219,1.4122315664624274,0.5585481704225131,0.898508133192917,0
sample_0151,2000,logit,True,False,False,False,0.6480356674402353,1.1023732516863098,0.9375022775041799,1.0140240176177895,1
sample_0152,2000,logit,False,False,False,False,0.9440842473062961,1.0161388578332406,0.2164420004472153,0.794644545771279,0
sample_0153,2000,logit,True,False,False,False,0.7882346353551282,0.94215345203137,0.14737427383965718,0.7743523862186358,1
sample_0154,2000,logit,True,False,False,False,0.3444488281983722,1.2118644165002572,0.07842894377091289,0.7322591088856808,1
sample_0155,2000,logit,True,True,True,False,0.009568307994159248,1.7626260827632816,0.2450151063567283,0.807180164651314,3
sample_0156,2000,logit,False,False,False,False,0.3957777415595194,0.8319233490701672,0.7420157903742335,1.058676914893762,0
sample_0157,2000,logit,False,False,False,False,0.6838130772475858,0.9174905671532756,0.08815476134402117,0.7345827929588694,0
sample_0158,2000,logit,True,False,False,False,0.2675658902071669,1.256980501618835,0.643759470728742,0.9247262910439105,1
sample_0159,2000,logit,True,True,True,False,0.019038411909105282,1.600620102357853,0.8597165153669944,0.9709057309596317,2
sample_0160,2000,logit,False,False,False,False,0.943402248099564,1.0175659927538196,0.6238743410015437,0.906529200240834,0
sample_0161,2000,logit,True,True,True,False,0.03424723077020532,1.6019215348582387,0.7141351365818875,1.0694455382032642,1
sample_0162,2000,logit,True,False,False,False,0.1814367993357746,1.3332516311338698,0.1410880752945981,0.7696740885348166,2
sample_0163,2000,logit,True,False,False,False,0.4136704965320347,1.1924440345397018,0.9782938772853382,1.0049312314894547,1
sample_0164,2000,logit,True,True,True,False,0.018033790585711567,1.6541463844044526,0.7762091357596947,0.9506150355766214,2
sample_0165,2000,logit,False,False,False,False,0.6070330279606269,1.1223230405643128,0.8560881825964152,1.0333903229331451,0
sample_0166,2000,logit,False,False,False,False,0.6528855332795469,1.101130253006169,0.40114813680778216,1.1572855705422354,0
sample_0167,2000,logit,True,False,False,False,0.07450583409207132,1.4901195942778231,0.9199971983079648,1.0186306488044914,1
sample_0168,2000,logit,False,False,False,False,0.269664047662743,1.2700071195116867,0.7193251715406203,0.9359385057559343,0
sample_0169,2000,fisher_marginal,True,True,True,False,0.042747896790595444,1.4823529411764707,0.6018133934143237,0.9047619047619048,1
sample_0170,2000,logit,False,False,False,False,0.21283246401709888,0.7476323341073521,0.6719037141976523,1.0799214475705845,0
sample_0171,2000,logit,False,False,False,False,0.2321726003489265,1.2944827744429963,0.8470007980290073,0.966607820088273,0
sample_0172,2000,logit,True,False,False,False,0.0648760484377175,1.5222638909452968,0.08278886942369805,0.7182515527264836,1
sample_0173,2000,logit,True,True,True,False,0.04581892927141383,1.5678267287152228,0.039063900997082734,0.6693264835236693,3
sample_0174,2000,logit,True,False,False,False,0.43082465697049976,0.8498123815834504,0.17241670457831404,0.7894005880274129,1
sample_0175,2000,fisher_marginal,True,False,False,False,0.21152546804567457,1.2973560558243915,0.20893603633182317,1.2517944300890038,1
sample_0176,2000,logit,True,False,False,False,0.39842885330185474,1.1934985309398207,0.8859073401737458,0.9749224353513232,1
sample_0177,2000,logit,False,False,False,False,0.572996278333984,1.1324266260524167,0.2112198729094762,0.7989701462708207,0
sample_0178,2000,logit,False,False,False,False,0.428590274335648,1.1803450642256021,0.9918007052666452,1.0018150498924348,0
sample_0179,2000,logit,True,False,False,False,0.5981476454164589,1.12597427361179,0.24704893537440442,0.809129237852495,1
sample_0180,2000,logit,True,False,False,False,0.2639403956574812,1.2796142447028809,0.2846457948273544,0.8248566553241272,1
sample_0181,2000,logit,False,False,False,False,0.5902066507860164,0.8828324961797422,0.577021772084084,1.1074655929198016,0
sample_0182,2000,logit,False,False,False,False,0.13949996552760197,1.3413140756450945,0.3349577927190488,0.8440214972546589,0
sample_0183,2000,logit,False,False,False,False,0.5277406261578321,0.8653684613540809,0.670877816142091,0.9254032598860138,0
sample_0184,2000,logit,False,False,False,False,0.3650616816295419,0.8244258913516969,0.2107859598851004,0.8016368925517621,0
sample_0185,2000,logit,True,False,False,False,0.43387158107435586,1.1846492323691071,0.13483577264812072,0.7577996124077259,1
sample_0186,2000,logit,True,True,True,False,0.025822514982869794,1.64501938898758,0.9379994665732836,0.9853804864488659,2
sample_0187,2000,logit,False,False,False,False,0.23878723433869964,1.2800334668779754,0.58507033498978,0.9072668523141353,0
sample_0188,2000,logit,False,False,False,False,0.08899715936424522,1.4399402720458838,0.15656401127582212,0.7634316019548648,0
sample_0189,2000,logit,True,False,False,False,0.7694161108654104,1.0656058222136626,0.3472863093822881,0.8455614155231141,1
sample_0190,2000,logit,False,False,False,False,0.23928306504919106,1.2735166059235368,0.681514741348656,0.9307035873748463,0
sample_0191,2000,logit,True,False,False,False,0.6210215585852727,1.1164489243197426,0.6751088173192917,1.0800476690843526,1
sample_0192,2000,logit,False,False,False,False,0.13638022983642475,0.7056609109124005,0.4786566782285243,0.8811093904110726,0
sample_0193,2000,logit,False,False,False,False,0.9371734947779758,1.0167866917080857,0.34095099776098026,0.8438930196162063,0
sample_0194,2000,logit,True,False,False,False,0.6206957884099411,1.1195351143298078,0.9288941995067448,1.0164044214214134,1
sample_0195,2000,logit,False,False,False,False,0.7710351964841451,1.066789189452165,0.09642036712708091,1.350498406060008,0
sample_0196,2000,fisher_marginal,True,True,True,False,0.046570898173124584,1.4386661851450584,0.10076071704958244,1.308310502283105,1
sample_0197,2000,logit,False,False,False,False,0.444360082681567,0.8506165250802508,0.4775282486071468,1.1289991493776115,0
sample_0198,2000,logit,True,False,False,False,0.48925773879476586,1.1617131987921387,0.14662692660791724,0.7613844981532192,1
sample_0199,2000,logit,True,False,False,False,0.9757094722178954,1.0067012134800255,0.10659676206161817,0.7477850513044703,1
sample_0200,2000,logit,False,False,False,False,0.7439581511379687,0.929327765232992,0.13837888172513463,0.75156415184261,0
sample_0201,2000,logit,True,False,False,False,0.5716589720695489,0.8758457104998215,0.08669315769790234,0.7242565796386606,1
sample_0202,2000,logit,True,False,False,False,0.24580945131947785,1.2950440297946013,0.2766148811347038,0.8220557047917764,3
sample_0203,2000,logit,False,False,False,False,0.5630718832616843,1.1282296686116706,0.2603110692842098,0.8127996667928576,0
sample_0204,2000,logit,True,False,False,False,0.6700882877993377,0.904400007418801,0.3762027386565129,0.8409242137797853,1
sample_0205,2000,logit,False,False,False,False,0.4193364604733024,0.8400020687955486,0.051115612439649266,0.7012827781946763,0
sample_0206,2000,logit,True,False,False,False,0.5722574697083067,1.1313838785059753,0.04076794857709711,0.6865651353696393,1
sample_0207,2000,logit,True,False,False,False,0.10260346430994662,1.4001873675013894,0.7473663405091989,1.0583079079750146,1
sample_0208,2000,logit,False,False,False,False,0.5137906301234323,1.17020718588774,0.25511608219545834,0.797157817745952,0
sample_0209,2000,logit,False,False,False,False,0.917788861609153,1.0234029986210857,0.7451290338301065,1.0597849529481131,0
sample_0210,2000,logit,False,False,False,False,0.5288079812652153,1.145530666502919,0.780200349821697,0.9490725182926171,0
sample_0211,2000,logit,False,False,False,False,0.3466998251376451,1.2248777411505516,0.880408927230098,0.9741250811562504,0
sample_0212,2000,logit,False,False,False,False,0.14078870652504916,1.3670957176190022,0.047886383794397615,0.698802733060614,0
sample_0213,2000,logit,False,False,False,False,0.9215723290670297,0.978438593877752,0.3959760208686175,0.8586352980772923,0
sample_0214,2000,logit,False,False,False,False,0.3586940467244436,1.2151835108353524,0.09860112693587342,0.7395082691065142,0
sample_0215,2000,logit,False,False,False,False,0.7488650695296928,1.0727059091464075,0.9053185974122784,1.0213010174358346,0
sample_0216,2000,logit,False,False,False,False,0.36176554767164104,1.213011267709324,0.22719248750392707,1.2352566943600858,0
sample_0217,2000,logit,True,False,False,False,0.3971931143776972,1.1927836836153916,0.5225262930497163,0.8955318025032117,1
sample_0218,2000,logit,False,False,False,False,0.1636483523355079,1.3299767970658025,0.6586704369585126,0.9245969852906438,0
sample_0219,2000,logit,True,False,False,False,0.43005414602957925,0.827556114683783,0.07237752941352542,0.702564585352582,1
sample_0220,2000,logit,True,False,False,False,0.10198818617289317,1.3957099170269367,0.28988880079732526,0.8285861713554667,1
sample_0221,2000,logit,True,False,False,False,0.1863548720826952,1.3377475455405767,0.3800418138698919,1.1676928948043708,1
sample_0222,2000,logit,True,False,False,False,0.5252424846751838,0.8664093336992642,0.4439130414862905,0.8673947372953354,1
sample_0223,2000,logit,False,False,False,False,0.9727144273358707,1.0077388530511155,0.20437828789117518,0.7860510428761632,0
sample_0224,2000,logit,False,False,False,False,0.4192117712797997,1.179767792668718,0.40498988456984186,0.8660223669023992,0
sample_0225,2000,logit,False,False,False,False,0.23916152237182298,0.7776879252436455,0.4177372903024875,0.871512747420526,0
sample_0226,2000,logit,False,False,False,False,0.8934134049666146,1.0296856738559945,0.8633726794149695,1.0297375695144109,0
sample_0227,2000,logit,True,False,False,False,0.12530527517441106,1.4026203340053824,0.566639974135375,1.1108373148043111,1
sample_0228,2000,logit,False,False,False,False,0.4327799502400156,1.1812107061069814,0.7712973623061398,0.9497806888329098,0
sample_0229,2000,fisher_marginal,False,False,False,False,0.6861402323004844,1.0788071970809043,0.0838326237873171,0.7322257901860354,0
sample_0230,2000,logit,False,False,False,False,0.28855829609201866,1.265189043827408,0.8852283910423128,0.9730454063809755,0
sample_0231,2000,logit,True,False,False,False,0.8274510399149878,0.9527046374795722,0.5145725265889375,0.8902839442562377,1
sample_0232,2000,logit,False,False,False,False,0.11492558510579877,1.3646937235865164,0.695315269951377,0.9381534418085465,0
sample_0233,2000,logit,False,False,False,False,0.11641174456346574,1.4125230929915955,0.051603838414006925,0.6958265336572621,0
sample_0234,2000,logit,False,False,False,False,0.22234665100666084,1.3365439673467803,0.31616545963547005,0.8281756364182014,0
sample_0235,2000,logit,True,True,True,False,0.019342589671104794,1.6551163669721487,0.47474879445258333,1.1388013731356696,2
sample_0236,2000,logit,False,False,False,False,0.7817900848544042,0.9455155711838831,0.254611855312302,0.8193575671969048,0
sample_0237,2000,logit,False,False,False,False,0.4896451450667093,0.8593837265208641,0.017276923135169563,0.6445674660525073,0
sample_0238,2000,logit,False,False,False,False,0.8742218941436025,0.9657378179178893,0.86554433567403,1.0303990587063079,0
